participant,block_order,trial_designator,p_c_tt1,p_c_tt2,p_c_tt3,p_c_tt4,p_ic_tt1,p_ic_tt2,p_ic_tt3,p_ic_tt4,t1_c_tt1,t1_c_tt2,t1_c_tt3,t1_c_tt4,t1_ic_tt1,t1_ic_tt2,t1_ic_tt3,t1_ic_tt4,t2_c_tt2,t2_c_tt2,t2_c_tt3,t2_c_tt4,t2_ic_tt2,t2_ic_tt2,t2_ic_tt3,t2_ic_tt4,t3_c_tt3,t3_c_tt2,t3_c_tt3,t3_c_tt4,t3_ic_tt3,t3_ic_tt2,t3_ic_tt3,t3_ic_tt4
Participant 57,Inconsistant,Target 3 Raw Latency,1638,1747,1357,1201,2683,1201,2480,1482,1279,1326,1373,1342,2137,1607,1575,2371,2028,1373,1638,1872,1076,1622,2418,1357,1404,1232,1217,1295,1576,1435,1389,1545
Participant 57,Inconsistant,Target 4 Raw Latency,1467,1638,2932,1841,1216,2059,2480,2059,1747,1653,2777,1326,1935,1482,1216,2246,1326,1731,1716,2387,1888,1139,2465,1248,1092,1576,1545,1310,1498,2059,1358,2340
Participant 57,Inconsistant,Target 5 Raw Latency,1280,1903,1435,1997,2465,1997,1419,2309,1342,1669,2152,1747,1513,1310,1404,1763,1061,1139,1295,1685,1498,1607,1981,2387,1295,1248,1904,1263,2090,1264,1497,1248
Participant 57,Inconsistant,Target 6 Raw Latency,1591,1279,1763,1420,1311,1778,1310,1575,1263,1497,2215,1357,1341,1934,1981,1966,1544,1591,2481,2153,1794,1201,1295,2215,1124,1467,2168,1404,1841,1139,1841,1825
Participant 57,Inconsistant,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 57,Inconsistant,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 57,Inconsistant,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 57,Inconsistant,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 57,Inconsistant,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 57,Inconsistant,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 57,Inconsistant,Target 1 Accuracy,Correct,Correct,Correct,Correct,Correct,Wrong,,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,,Correct,Correct,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct
Participant 57,Inconsistant,Target 2 Accuracy,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct
Participant 57,Inconsistant,Target 3 Accuracy,,Correct,Correct,Correct,Correct,Correct,,Correct,,Correct,,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct,Wrong,,Correct
Participant 57,Inconsistant,Target 4 Accuracy,Correct,Correct,Correct,,,,Correct,,,,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,,,Correct,
Participant 57,Inconsistant,Target 5 Accuracy,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,,,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,
Participant 57,Inconsistant,Target 6 Accuracy,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Wrong,,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct
Participant 57,Inconsistant,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 57,Inconsistant,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 57,Inconsistant,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 57,Inconsistant,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 57,Inconsistant,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 57,Inconsistant,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 62,Consistant,Target 1 Raw Latency,1404,1498,1825,1935,1326,1373,2683,3588,1466,1919,2839,1732,1388,1934,2527,1576,1357,1436,2028,1295,1373,1341,2839,1623,1108,1513,1825,1326,1591,2106,1357,2262
Participant 62,Consistant,Target 2 Raw Latency,1841,2231,1685,1670,1264,2090,1529,2044,2512,1778,1716,1326,1435,2090,1404,1653,1420,1701,1685,1826,1700,1389,2090,1669,1482,2075,1701,2230,1529,1981,1576,1950
Participant 62,Consistant,Target 3 Raw Latency,1654,1342,2590,1731,1201,1263,1451,2512,1170,1435,1342,1404,1700,1232,1716,1373,1684,1591,4430,1420,3089,1623,1498,1513,1342,1077,1358,1779,1248,1217,2512,1607
Participant 62,Consistant,Target 4 Raw Latency,1638,1701,1529,1529,1950,2340,1419,1263,1326,3962,1919,2060,2277,1934,2699,2324,1997,1638,1950,1622,2043,1544,1685,1513,1404,2153,1420,2247,1233,1607,1248,2980
Participant 62,Consistant,Target 5 Raw Latency,1372,1747,1513,1747,2153,2277,1716,2028,1217,1918,1888,1716,2293,1466,1529,2636,1232,2075,1591,1389,3167,2324,1763,2496,1965,2231,2137,1529,1482,1669,1358,2434
Participant 62,Consistant,Target 6 Raw Latency,1497,1436,2137,1482,1560,3167,1653,1576,1732,1857,1950,1232,1903,1498,1575,1778,1670,1529,1576,2403,1326,1498,1513,1388,1545,1669,2121,1294,2137,1280,1748,1373
Participant 62,Consistant,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 62,Consistant,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 62,Consistant,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 62,Consistant,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 62,Consistant,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 62,Consistant,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 62,Consistant,Target 1 Accuracy,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,
Participant 62,Consistant,Target 2 Accuracy,,Correct,,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,,Correct,,Correct,,Correct,Correct,Correct
Participant 62,Consistant,Target 3 Accuracy,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct,Correct,,,Correct,,,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct
Participant 62,Consistant,Target 4 Accuracy,,Correct,Correct,Correct,Correct,Correct,,Correct,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct
Participant 62,Consistant,Target 5 Accuracy,Correct,,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,,,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,,Correct,,Correct,,Correct,Correct,Correct,Correct
Participant 62,Consistant,Target 6 Accuracy,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct
Participant 62,Consistant,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 62,Consistant,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 62,Consistant,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 62,Consistant,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 62,Consistant,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 62,Consistant,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 7,Inconsistant,Target 1 Raw Latency,2621,1747,2044,2075,2090,1779,1451,2449,1653,3978,1904,1404,2684,1700,1747,2527,2340,2620,2106,2449,1404,2855,9781,1841,1077,1606,1404,3276,1529,1606,1606,2012
Participant 7,Inconsistant,Target 2 Raw Latency,1201,1950,1576,2418,3011,2574,1155,2387,1794,2153,1450,1809,1404,1950,1202,1622,1482,1700,1966,1576,1779,1280,1466,2418,2278,1607,2028,1654,2340,2012,2138,3619
Participant 7,Inconsistant,Target 3 Raw Latency,1295,1529,2855,2043,3993,1638,1497,1700,3354,1701,1841,1545,2200,1295,1482,1669,1670,1654,1716,1638,2340,1419,1123,1981,1295,1685,1669,1372,3260,1576,2371,2028
Participant 7,Inconsistant,Target 4 Raw Latency,1701,1669,2902,3635,2246,1684,1700,2387,1155,1607,3182,2231,1684,4478,1592,2215,1732,1778,2403,1435,1950,2059,1342,1638,1217,1591,1576,1513,1840,1560,1451,2106
Participant 7,Inconsistant,Target 5 Raw Latency,1388,1653,1514,1950,3073,2184,1311,1591,1295,2231,2122,2558,1747,1794,1763,2372,1372,1716,1467,1358,1685,1373,1450,2574,1170,2169,2355,2122,2247,1373,1576,2387
Participant 7,Inconsistant,Target 6 Raw Latency,1794,2106,1903,1731,1732,1217,1357,2309,1388,1544,4633,1513,2309,1186,1326,1607,1529,1638,2216,1778,2231,1685,1436,1591,1124,3573,1669,1607,2012,2293,1326,1966
Participant 7,Inconsistant,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 7,Inconsistant,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 7,Inconsistant,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 7,Inconsistant,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 7,Inconsistant,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 7,Inconsistant,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 7,Inconsistant,Target 1 Accuracy,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,
Participant 7,Inconsistant,Target 2 Accuracy,Wrong,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,,Correct,Wrong,,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,
Participant 7,Inconsistant,Target 3 Accuracy,Correct,Correct,,Correct,Correct,,Correct,Correct,Wrong,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct
Participant 7,Inconsistant,Target 4 Accuracy,Correct,Wrong,,,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct
Participant 7,Inconsistant,Target 5 Accuracy,,,Correct,,Correct,,,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Wrong,,Correct,Correct,Correct,Correct,,Correct,Correct,,,Correct,,Correct,,,Correct
Participant 7,Inconsistant,Target 6 Accuracy,,Correct,Correct,Correct,,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,,Correct,Correct,Correct,,Correct,Correct,Correct
Participant 7,Inconsistant,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 7,Inconsistant,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 7,Inconsistant,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 7,Inconsistant,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 7,Inconsistant,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 7,Inconsistant,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 72,Consistant,Target 1 Raw Latency,1123,2621,1732,1622,1700,1092,1560,2356,1311,1404,1529,1513,1311,1872,1435,3541,2558,1872,1076,1560,1232,1248,1185,1669,1060,1591,1513,2996,1107,1575,1123,1326
Participant 72,Consistant,Target 2 Raw Latency,3478,1778,1872,1825,2652,1763,1856,1934,1388,1575,1653,1342,1279,1716,1591,1388,967,1155,1295,1201,1108,1077,1107,1310,858,1607,1279,1263,1076,905,1170,1342
Participant 72,Consistant,Target 3 Raw Latency,1482,2200,1124,1732,1436,1357,2122,2059,905,1092,1653,1201,1170,1700,1700,1248,1310,1279,1295,1186,1186,1030,1295,1264,1232,2200,1264,1092,2060,702,2356,1326
Participant 72,Consistant,Target 4 Raw Latency,2231,1965,1528,4899,1934,2403,2465,1669,2294,1560,1123,2527,2340,1497,2434,1404,1232,1700,1841,1451,1310,2278,1217,1404,1607,1123,2480,1311,1077,1497,1482,967
Participant 72,Consistant,Target 5 Raw Latency,1981,2075,1825,2060,1170,2480,4649,2527,3666,1232,2870,1872,1482,2028,2403,1778,1233,1809,1591,1435,1263,1233,1794,1575,1263,1389,1420,1560,3448,2730,889,1342
Participant 72,Consistant,Target 6 Raw Latency,1763,1856,1654,1810,1482,1202,1732,1622,2777,2481,2449,1077,1170,2761,3198,1966,1170,3323,1763,2808,1279,1560,1248,1466,1233,1233,1514,1545,1935,1248,2980,1888
Participant 72,Consistant,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 72,Consistant,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 72,Consistant,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 72,Consistant,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 72,Consistant,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 72,Consistant,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 72,Consistant,Target 1 Accuracy,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,,Correct,,Correct,Correct,Correct,Correct,,Correct
Participant 72,Consistant,Target 2 Accuracy,,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct,Correct,Correct,
Participant 72,Consistant,Target 3 Accuracy,Wrong,Correct,,Correct,Correct,Correct,,Correct,,Correct,,Correct,,Correct,Correct,Correct,,Correct,,Correct,,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct
Participant 72,Consistant,Target 4 Accuracy,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,,Correct,,Correct,,Correct,,,,Correct,Correct,Correct,Correct,Correct,,,Correct,Correct,Correct
Participant 72,Consistant,Target 5 Accuracy,,Correct,Correct,Correct,Correct,Correct,Wrong,,Wrong,,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,
Participant 72,Consistant,Target 6 Accuracy,Correct,,,Correct,,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct,Correct,,,Correct,,,Correct,Correct
Participant 72,Consistant,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 72,Consistant,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 72,Consistant,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 72,Consistant,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 72,Consistant,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 72,Consistant,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 77,Inconsistant,Target 1 Raw Latency,2059,2496,1638,1139,1420,1669,3744,1841,1248,1435,1451,1825,1857,1482,1810,1420,1155,1825,5288,4602,2652,5460,2542,2199,1248,4305,2107,1450,1232,1311,3354,1669
Participant 77,Inconsistant,Target 2 Raw Latency,1280,1295,2074,1342,2668,2324,1654,2730,1653,3229,1826,1794,1545,3058,1903,1748,1263,1092,2340,2028,2200,3526,2387,1748,1248,3089,1248,1779,5647,1638,1638,1716
Participant 77,Inconsistant,Target 3 Raw Latency,1201,1419,2620,2512,1513,1497,2293,3135,1919,3510,1450,1279,2200,2450,1342,2215,1622,3213,1529,1295,1420,1872,1965,1450,1201,3354,1233,1123,3822,1763,3447,3494
Participant 77,Inconsistant,Target 4 Raw Latency,1342,1404,1357,2559,1467,1685,4243,2246,1903,1747,1186,1077,1607,2278,3448,2776,1856,1482,1809,1186,2090,1809,3026,4446,1201,5694,1623,1061,1763,1794,4415,2481
Participant 77,Inconsistant,Target 5 Raw Latency,1513,1201,2231,1232,1904,3651,1826,1622,811,1716,1654,1436,3182,2231,1685,2543,4243,1638,5460,2964,1841,1482,3011,2059,1388,1545,4868,2777,2028,1638,8299,5476
Participant 77,Inconsistant,Target 6 Raw Latency,1310,2824,1077,2231,3245,1747,2528,1310,1186,951,1794,1248,6365,2247,2823,1716,1295,2606,1919,1716,4165,1264,2808,1467,3588,1217,1155,1420,3619,1591,2808,1388
Participant 77,Inconsistant,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 77,Inconsistant,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 77,Inconsistant,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 77,Inconsistant,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 77,Inconsistant,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 77,Inconsistant,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 77,Inconsistant,Target 1 Accuracy,Correct,Correct,,,Correct,Correct,,,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,,,,Correct,Correct,Correct,Correct,Correct,,,Correct,Correct,,
Participant 77,Inconsistant,Target 2 Accuracy,Correct,Correct,Correct,,Correct,,Correct,Wrong,Correct,Correct,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,,Correct,Correct
Participant 77,Inconsistant,Target 3 Accuracy,,Correct,Correct,Wrong,,Correct,Wrong,Correct,Correct,,Correct,Correct,Wrong,,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Wrong,,Correct,Correct,Correct,,Correct,Correct,Correct
Participant 77,Inconsistant,Target 4 Accuracy,Correct,Correct,,Correct,,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,,Correct,,Correct
Participant 77,Inconsistant,Target 5 Accuracy,Correct,,Correct,,Correct,,Correct,,Correct,Correct,Wrong,Correct,Correct,,,Correct,,Correct,,Correct,Wrong,Correct,,,Correct,,Correct,,Correct,,Wrong,
Participant 77,Inconsistant,Target 6 Accuracy,,,Correct,Correct,,Correct,Wrong,Correct,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,,Correct,Correct,,,Correct,Correct,,Correct,Correct,Correct
Participant 77,Inconsistant,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 77,Inconsistant,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 77,Inconsistant,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 77,Inconsistant,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 77,Inconsistant,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 77,Inconsistant,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 87,Inconsistant,Target 1 Raw Latency,1295,1607,1217,1045,1217,2091,1841,1857,1279,2044,2091,1217,1311,2231,1857,1763,1201,1873,1669,1467,1139,1326,1934,1373,1170,2480,1216,1606,1326,1638,1809,1061
Participant 87,Inconsistant,Target 2 Raw Latency,1123,1607,1373,1248,2465,2668,1903,2589,1108,1732,1623,1545,1233,2465,1170,2199,1046,1264,1264,1404,1419,1544,1248,1123,2028,1420,1263,1653,1514,3946,983,1108
Participant 87,Inconsistant,Target 3 Raw Latency,1357,1389,1529,1528,2106,1591,2137,1700,951,1420,1326,1014,1685,1732,1966,1560,1373,1404,1202,1233,1576,1342,1404,1575,2746,1872,1732,1388,1139,1217,1341,1982
Participant 87,Inconsistant,Target 4 Raw Latency,1856,1232,2964,1372,2230,1716,1701,2262,1264,1357,2481,1389,1466,1560,1903,1701,4258,1404,1732,1950,1404,2169,2356,2403,2168,1965,1357,936,2746,1217,1669,1060
Participant 87,Inconsistant,Target 5 Raw Latency,889,1623,2137,1045,1638,1857,2278,2309,1217,3011,1560,1451,2262,1966,1248,1685,1389,2996,2434,1248,1014,1498,1263,1310,1294,1747,1544,1326,1186,1529,1700,905
Participant 87,Inconsistant,Target 6 Raw Latency,1576,2215,1155,1248,1155,1529,1904,1467,1716,1248,1310,3120,1763,1108,1341,1482,1825,1326,1451,1373,1186,1435,858,1358,1544,2121,3557,1342,1903,2028,749,1217
Participant 87,Inconsistant,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 87,Inconsistant,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 87,Inconsistant,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 87,Inconsistant,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 87,Inconsistant,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 87,Inconsistant,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 87,Inconsistant,Target 1 Accuracy,Correct,Correct,Correct,,Correct,,,Correct,,,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,,,Correct
Participant 87,Inconsistant,Target 2 Accuracy,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,,,Correct,Correct,Correct,,Correct,,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct
Participant 87,Inconsistant,Target 3 Accuracy,Correct,Correct,,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct
Participant 87,Inconsistant,Target 4 Accuracy,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,
Participant 87,Inconsistant,Target 5 Accuracy,Correct,,Wrong,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,,Correct,,Correct,Correct,,Correct,,Correct,Correct,Correct,Correct,Correct,Wrong
Participant 87,Inconsistant,Target 6 Accuracy,,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Wrong,,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,
Participant 87,Inconsistant,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 87,Inconsistant,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 87,Inconsistant,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 87,Inconsistant,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
